# STR_XXXX part is read and XXXX becomes the string id number.
# Everything after the colon and before the new line will be saved as the string.
# Use # at the beginning of a line to leave a comment.

STR_0002    :Kierrevuoristorata
STR_1159    :{SMALLFONT}{BLACK}Luo maisemaa, kasvillisuutta ja kaikenlaisia tilpehöörejä.
STR_1160    :{SMALLFONT}{BLACK}Luo/säädä järviä ja vettä
STR_1161    :Tätä ei voi asettaa tähän...

STR_1163    :{STRINGID}{NEWLINE}(Oikea klikkaus muokkaa)
STR_1164    :{STRINGID}{NEWLINE}(Oikea klikkaus poistaa)

STR_1166    :Veden tasoa ei voi laskea tässä...
STR_1167    :Veden tasoa ei voi nostaa tässä...
STR_1168    :Asetukset
STR_1169    :(Ei mitään)

STR_1171    :{RED}Suljettu - - 

STR_1173    :{SMALLFONT}{BLACK}Rakenna jalkakäytäviä ja jonotuslinjoja
STR_1174    :Mainoskyltti on tiellä
STR_1175    :Tätä ei voi rakentaa kaltevalle jalkakäytävälle
STR_1176    :Jalkakäytävää ei voi rakentaa tähän...
STR_1177    :Jalkakäytävää ei voi poistaa tästä...
STR_1178    :Maan kaltevuus ei sovi
STR_1179    :Jalkakäytävä on tiellä
STR_1180    :Tätä ei voi rakentaa veden alle!
STR_1181    :Jalkakäytävät
STR_1182    :Tyyppi
STR_1183    :Suunta
STR_1184    :Mäki
STR_1185    :{SMALLFONT}{BLACK}Suunta
STR_1186    :{SMALLFONT}{BLACK}Mäki alas
STR_1187    :{SMALLFONT}{BLACK}Tasanne
STR_1188    :{SMALLFONT}{BLACK}Mäki ylös
STR_1189    :{SMALLFONT}{BLACK}Rakenna valittu jalkakäytävän osio
STR_1190    :{SMALLFONT}{BLACK}Poista valittu jalkakäytävän osio

STR_1194    :Suljettu
STR_1195    :Testiajo
STR_1196    :Auki
STR_1197    :Rikki
STR_1198    :Hajonnut!
STR_1199    :{COMMA16} henkilö laitteessa
STR_1200    :{COMMA16} henkilöä laitteessa
STR_1201    :Ei ketään jonossa
STR_1202    :1 henkilö jonossa
STR_1203    :{COMMA16} henkilöä jonossa
STR_1204    :{COMMA16} minuutin jonotusaika
STR_1205    :{COMMA16} minuutin jonotusaika
STR_1206    :{WINDOW_COLOUR_2}Odota:
STR_1207    :{WINDOW_COLOUR_2}Lähde jos toinen juna saapuu asemalle
STR_1208    :{WINDOW_COLOUR_2}Lähde jos toinen vene saapuu asemalle
STR_1209    :{SMALLFONT}{BLACK}Valitse pitäisikö odottaa matkustajia ennen lähtöä
STR_1210    :{SMALLFONT}{BLACK}Valitse pitäisikö lähteä jos toinen vaunu saapuu samalle asemalle
STR_1211    :{WINDOW_COLOUR_2}Vähimmäisodotusaika:
STR_1212    :{WINDOW_COLOUR_2}Enimmäisodotusaika:
STR_1213    :{SMALLFONT}{BLACK}Valitse vähimmäisodotusaika ennen lähtöä
STR_1214    :{SMALLFONT}{BLACK}Valitse enimmäisodotusaika ennen lähtöä
STR_1215    :{WINDOW_COLOUR_2}Synkronoi rinnakkaisasemien kanssa
STR_1216    :{SMALLFONT}{BLACK}Valitse pitäisikö synkronoida lähtö kaikkien rinnakkaisasemien kanssa ('kilpa-ajoa' varten)
STR_1217    :{COMMA16} sekuntia

STR_1220    :Vain uloskäynti
STR_1221    :Ei sisäänkäyntiä
STR_1222    :Ei uloskäyntiä
STR_1223    :{SMALLFONT}{BLACK}Kuljetuslaitteet
STR_1224    :{SMALLFONT}{BLACK}Lempeät laitteet
STR_1225    :{SMALLFONT}{BLACK}Vuoristoradat
STR_1226    :{SMALLFONT}{BLACK}Jännittävät radat
STR_1227    :{SMALLFONT}{BLACK}Vesilaitteet
STR_1228    :{SMALLFONT}{BLACK}Kaupat ja kojut
STR_1229    :juna
STR_1230    :junaa
STR_1231    :Juna
STR_1232    :junaa
STR_1233    :{COMMA16} juna
STR_1234    :{COMMA16} junaa
STR_1235    :Juna {COMMA16}
STR_1236    :vene
STR_1237    :venettä
STR_1238    :Vene
STR_1239    :Venettä
STR_1240    :{COMMA16} vene
STR_1241    :{COMMA16} venettä
STR_1242    :Vene {COMMA16}
STR_1243    :rata
STR_1244    :rataa
STR_1245    :Rata
STR_1246    :Rataa
STR_1247    :{COMMA16} rata
STR_1248    :{COMMA16} rataa
STR_1249    :Rata {COMMA16}
STR_1250    :telakointitasanne
STR_1251    :telakointitasanteita
STR_1252    :Telakointitasanne
STR_1253    :Telakointitasanteita
STR_1254    :{COMMA16} telakointitasanne
STR_1255    :{COMMA16} telakointitasanteita
STR_1256    :Telakointitasanne {COMMA16}
STR_1257    :asema
STR_1258    :asemaa
STR_1259    :Asema
STR_1260    :Asemaa
STR_1261    :{COMMA16} asema
STR_1262    :{COMMA16} asemaa
STR_1263    :Asema {COMMA16}
STR_1264    :auto
STR_1265    :autoa
STR_1266    :Auto
STR_1267    :Autoa
STR_1268    :{COMMA16} auto
STR_1269    :{COMMA16} autoa
STR_1270    :Auto {COMMA16}
STR_1271    :rakennus
STR_1272    :rakennusta
STR_1273    :Rakennus
STR_1274    :Rakennusta
STR_1275    :{COMMA16} rakennus
STR_1276    :{COMMA16} rakennusta
STR_1277    :Rakennus {COMMA16}
STR_1278    :rakennelma
STR_1279    :rakennelmia
STR_1280    :Rakennelma
STR_1281    :Rakennelmia
STR_1282    :{COMMA16} rakennelma
STR_1283    :{COMMA16} rakennelmaa
STR_1284    :Rakennelma {COMMA16}
STR_1285    :laiva
STR_1286    :laivaa
STR_1287    :Laiva
STR_1288    :Laivaa
STR_1289    :{COMMA16} laiva
STR_1290    :{COMMA16} laivaa
STR_1291    :Laiva {COMMA16}
STR_1292    :koju
STR_1293    :kojua
STR_1294    :Koju
STR_1295    :Kojua
STR_1296    :{COMMA16} koju
STR_1297    :{COMMA16} kojua
STR_1298    :Koju {COMMA16}
STR_1299    :pyörä
STR_1300    :pyörää
STR_1301    :Pyörä
STR_1302    :Pyörää
STR_1303    :{COMMA16} pyörä
STR_1304    :{COMMA16} pyörää
STR_1305    :Pyörä {COMMA16}
STR_1306    :rengas
STR_1307    :rengasta
STR_1308    :Rengas
STR_1309    :Rengasta
STR_1310    :{COMMA16} rengas
STR_1311    :{COMMA16} rengasta
STR_1312    :Rengas {COMMA16}
STR_1313    :pelaaja
STR_1314    :pelaajaa
STR_1315    :Pelaaja
STR_1316    :Pelaajaa
STR_1317    :{COMMA16} pelaaja
STR_1318    :{COMMA16} pelaajaa
STR_1319    :Pelaaja {COMMA16}
STR_1320    :rata
STR_1321    :rataa
STR_1322    :Rata
STR_1323    :Rataa
STR_1324    :{COMMA16} rata
STR_1325    :{COMMA16} rataa
STR_1326    :Rata {COMMA16}
STR_1327    :{SMALLFONT}{BLACK}Käännä esineitä 90{DEGREE}
STR_1328    :Vaaditaan tasainen maa
STR_1329    :{WINDOW_COLOUR_2}Lähtönopeus:
STR_1330    :{SMALLFONT}{BLACK}Enimmäisnopeus kun lähdetään asemalta

STR_1335    :{STRINGID} - Sisäänkäynti{POP16}{POP16}
STR_1336    :{STRINGID} - Asema {POP16}{COMMA16} Sisäänkäynti
STR_1337    :{STRINGID} - Uloskäynti{POP16}{POP16}
STR_1338    :{STRINGID} - Asema {POP16}{COMMA16} Uloskäynti
STR_1339    :{BLACK}Testituloksia ei ole vielä saatavilla...
STR_1340    :{WINDOW_COLOUR_2}Suurin nopeus: {BLACK}{VELOCITY}
STR_1341    :{WINDOW_COLOUR_2}Ajelun kesto: {BLACK}{STRINGID}{STRINGID}{STRINGID}{STRINGID}

STR_1344    :{WINDOW_COLOUR_2}Radan pituus: {BLACK}{STRINGID}{STRINGID}{STRINGID}{STRINGID}

STR_1347    :{WINDOW_COLOUR_2}Keskinopeus: {BLACK}{VELOCITY}
STR_1348    :{WINDOW_COLOUR_2}Suurin positiivinen vertikaalinen G-voima: {BLACK}{COMMA2DP32}g
STR_1349    :{WINDOW_COLOUR_2}Suurin positiivinen vertikaalinen G-voima: {OUTLINE}{RED}{COMMA2DP32}g
STR_1350    :{WINDOW_COLOUR_2}Suurin negatiivinen vertikaalinen G-voima: {BLACK}{COMMA2DP32}g
STR_1351    :{WINDOW_COLOUR_2}Suurin negatiivinen vertikaalinen G-voima: {OUTLINE}{RED}{COMMA2DP32}g
STR_1352    :{WINDOW_COLOUR_2}Suurin sivuttainen G-voima: {BLACK}{COMMA2DP32}g
STR_1353    :{WINDOW_COLOUR_2}Suurin sivuttainen G-voima: {OUTLINE}{RED}{COMMA2DP32}g
STR_1354    :{WINDOW_COLOUR_2}Korkein pudotuskorkeus: {BLACK}{LENGTH}
STR_1355    :{WINDOW_COLOUR_2}Pudotuksia: {BLACK}{COMMA16}
STR_1356    :{WINDOW_COLOUR_2}Käänteitä: {BLACK}{COMMA16}
STR_1357    :{WINDOW_COLOUR_2}Reikiä: {BLACK}{COMMA16}
#1358 Airtime is used in finnish for the lack of a better word
STR_1358    :{WINDOW_COLOUR_2}airtime yhteensä: {BLACK}{COMMA2DP32}secs
STR_1359    :{WINDOW_COLOUR_2}Jonotusaika: {BLACK}{COMMA16} minuutti
STR_1360    :{WINDOW_COLOUR_2}Jonotusaika: {BLACK}{COMMA16} minuuttia
STR_1361    :Nopeuden muuttaminen ei onnistu...
STR_1362    :Lähtönopeuden muuttaminen ei onnistu...
STR_1363    :Liian korkealla tukia varten!
STR_1364    :Ylemmän radan tukia ei voida laajentaa pidemmälle!
STR_1365    :Suora kierre (vasen)
STR_1366    :Suora kierre (oikea)
STR_1367    :Puolisilmukka
STR_1368    :Puolikas korkkiruuvi (vasen)
STR_1369    :Puolikas korkkiruuvi (oikea)
STR_1370    :Tynnyrikierre (vasen)
STR_1371    :Tynnyrikierre (oikea)
STR_1372    :Laukaistu nostomäki
STR_1373    :Iso puolisilmukka (vasen)
STR_1374    :Iso puolisilmukka (oikea)
STR_1375    :Siirto ylös
STR_1376    :Siirto alas
STR_1377    :Sydänviivakierähdys (vasen)
STR_1378    :Sydänviivakierähdys (oikea)
STR_1379    :Suunnanvaihtaja (vasen)
STR_1380    :Suunnanvaihtaja (oikea)
STR_1381    :Kaareva nostomäki (vasen)
STR_1382    :Kaareva nostomäki (oikea)
STR_1383    :Neljännesosasilmukka

STR_1385    :{SMALLFONT}{BLACK}Muut radan asetukset
STR_1386    :Erikoinen...
STR_1387    :Maan tyyppiä ei voida muuttaa...

STR_1392    :{SMALLFONT}{BLACK}Näkymä laitteesta/kohteesta
STR_1393    :{SMALLFONT}{BLACK}Kulkuneuvon yksitoiskohdat ja asetukset
STR_1394    :{SMALLFONT}{BLACK}Toiminta-asetukset
STR_1395    :{SMALLFONT}{BLACK}Huoltoasetukset
STR_1396    :{SMALLFONT}{BLACK}Värityylin asetukset
STR_1397    :{SMALLFONT}{BLACK}Ääni- ja musiikkiasetukset
STR_1398    :{SMALLFONT}{BLACK}Mitat- ja testitiedot
STR_1399    :{SMALLFONT}{BLACK}Kaaviot
STR_1400    :Sisäänkäynti
STR_1401    :Uloskäynti
STR_1402    :{SMALLFONT}{BLACK}Rakenna tai siirrä sisäänkäynti laitteeseen/kohteeseen
STR_1403    :{SMALLFONT}{BLACK}Rakenna tai siirrä uloskäynti laitteesta/kohteesta
STR_1404    :{SMALLFONT}{BLACK}Käännä 90{DEGREE}
STR_1405    :{SMALLFONT}{BLACK}Peilaa kuva
STR_1406    :{SMALLFONT}{BLACK}Vaihda maisema päälle/pois (vain jos saatavilla tälle suunnitelmalle)
STR_1407    :{WINDOW_COLOUR_2}Rakenna tämä...
STR_1408    :{WINDOW_COLOUR_2}Kustannus: {BLACK}{CURRENCY}
STR_1409    :Sisään-/uloskäyntitasanne
STR_1410    :Pystysuora torni
STR_1411    :{STRINGID} tiellä
STR_1412    :{WINDOW_COLOUR_3}Tietojen keruu ei ole saatavilla tämäntyyppiselle laitteelle
STR_1413    :{WINDOW_COLOUR_3}Tietojen keruu alkaa kun seuraava {STRINGID} lähtee {STRINGID}

STR_1415    :{WINDOW_COLOUR_2}Nopeus
STR_1416    :{WINDOW_COLOUR_2}Korkeus
STR_1417    :{WINDOW_COLOUR_2}Pyst. G-voima
STR_1418    :{WINDOW_COLOUR_2}Sivut. G-voima

STR_1422    :{SMALLFONT}{BLACK}Kerätään tietoja kohteesta {POP16}{STRINGID}
STR_1423    :{SMALLFONT}{BLACK}Jonolinjasto
STR_1424    :{SMALLFONT}{BLACK}Jalkakäytävä
STR_1425    :Jalkakäytävä
STR_1426    :Jonolinjasto
STR_1427    :{WINDOW_COLOUR_2}Asiakkaita: {BLACK}{COMMA32} per tunti
STR_1428    :{WINDOW_COLOUR_2}Sisäänpääsymaksu:

STR_1430    :Ilmainen
STR_1431    :Kävelee
STR_1432    :Menossa kohti {STRINGID}
STR_1433    :Jonottaa laitteeseen {STRINGID}
STR_1434    :Hukkuu
#these following 3 would require extra coding, so i will leave them default for now

STR_1438    :Istuu
STR_1439    :(valitse sijainti)
STR_1440    :Leikkaa ruohoa
STR_1441    :Harjaa jalkakäytävää
STR_1442    :Tyhjentää roskakoria
STR_1443    :Kastelee puutarhoja
STR_1444    :Katsoo {STRINGID}
STR_1445    :Katsoo {STRINGID}:n rakentamista
STR_1446    :Katselee maisemia
STR_1447    :Lähdössä puistosta
STR_1448    :Katsoo uuden laitteen rakentamista

STR_1452    :Vieraan nimi
STR_1453    :Kirjoita nimi vieraalle:
STR_1454    :Vieraan nimeäminen ei onnistu...
STR_1455    :Virheellinen nimi vieraalle
STR_1456    :{WINDOW_COLOUR_2}Rahaa käytetty: {BLACK}{CURRENCY2DP}
STR_1457    :{WINDOW_COLOUR_2}Rahaa taskussa: {BLACK}{CURRENCY2DP}
STR_1458    :{WINDOW_COLOUR_2}Aikaa kulutettu puistossa: {BLACK}{REALTIME}
STR_1459    :Radan tyyli
STR_1460    :{SMALLFONT}{BLACK}'U':n muotoinen avoin rata
STR_1461    :{SMALLFONT}{BLACK}'O':n muotoinen ympäröity rata
STR_1462    :Liian jyrkkä nostomäkeä varten
STR_1463    :Vieraat
STR_1464    :Ruuvikierre ylös (pieni)
STR_1465    :Ruuvikierre ylös (iso)
STR_1466    :Ruuvikierre alas (pieni)
STR_1467    :Ruuvikierre alas (iso)
STR_1468    :Henkilökunta
STR_1469    :Laitteen pitää alkaa ja loppua asemilla
STR_1470    :Asema ei ole tarpeeksi pitkä
STR_1471    :{WINDOW_COLOUR_2}Nopeus:
STR_1472    :{SMALLFONT}{BLACK}Tämän laitteen nopeus
STR_1473    :{WINDOW_COLOUR_2}Jännityksen arvosana: {BLACK}{COMMA2DP32}  ({STRINGID})
STR_1474    :{WINDOW_COLOUR_2}Jännityksen arvosana: {BLACK}Ei viellä saatavilla
STR_1475    :{WINDOW_COLOUR_2}Intensiteettiarvosana: {BLACK}{COMMA2DP32}  ({STRINGID})
STR_1476    :{WINDOW_COLOUR_2}Intensiteettiarvosana: {BLACK}Ei viellä saatavilla
STR_1477    :{WINDOW_COLOUR_2}Intensiteettiarvosana: {OUTLINE}{RED}{COMMA2DP32}  ({STRINGID})
STR_1478    :{WINDOW_COLOUR_2}Pahoinvoinnin arvosana: {BLACK}{COMMA2DP32}  ({STRINGID})
STR_1479    :{WINDOW_COLOUR_2}Pahoinvoinnin arvosana: {BLACK}Ei viellä saatavilla
STR_1480    :{SMALLFONT}{OPENQUOTES}Minulla ei ole varaa mennä {STRINGID}{ENDQUOTES}
STR_1481    :{SMALLFONT}{OPENQUOTES}Kulutin kaikki rahani{ENDQUOTES}
STR_1482    :{SMALLFONT}{OPENQUOTES}Voin pahoin{ENDQUOTES}
STR_1483    :{SMALLFONT}{OPENQUOTES}Voin erittäin pahoin{ENDQUOTES}
STR_1484    :{SMALLFONT}{OPENQUOTES}Tahdon mennä johonkin jännittävämpään kuin {STRINGID}{ENDQUOTES}
STR_1485    :{SMALLFONT}{OPENQUOTES}{STRINGID} näyttää liian hurjalta minulle{ENDQUOTES}
STR_1486    :{SMALLFONT}{OPENQUOTES}En ole syönyt/juonut {STRINGID} loppuun vielä{ENDQUOTES}
STR_1487    :{SMALLFONT}{OPENQUOTES}Pelkästään {STRINGID} katsominen saa minut voimaan pahoin{ENDQUOTES}
STR_1488    :{SMALLFONT}{OPENQUOTES}En aio maksaa noin paljon päästäkseni {STRINGID}{ENDQUOTES}
STR_1489    :{SMALLFONT}{OPENQUOTES}Haluan kotiin{ENDQUOTES}
STR_1490    :{SMALLFONT}{OPENQUOTES}{STRINGID} on todella hyvän arvoinen{ENDQUOTES}
STR_1491    :{SMALLFONT}{OPENQUOTES}Minulla on jo {STRINGID}{ENDQUOTES}
STR_1492    :{SMALLFONT}{OPENQUOTES}Minulla ei ole varaa ostaa {STRINGID}{ENDQUOTES}
STR_1493    :{SMALLFONT}{OPENQUOTES}Minulla ei ole nälkä{ENDQUOTES}
STR_1494    :{SMALLFONT}{OPENQUOTES}Minulla ei ole jano{ENDQUOTES}
STR_1495    :{SMALLFONT}{OPENQUOTES}Apua! Hukun!{ENDQUOTES}
STR_1496    :{SMALLFONT}{OPENQUOTES}Olen eksynyt!{ENDQUOTES}
STR_1497    :{SMALLFONT}{OPENQUOTES}{STRINGID} oli mahtava{ENDQUOTES}
STR_1498    :{SMALLFONT}{OPENQUOTES}Olen jonottanut ikuisuuden kohteeseen {STRINGID}{ENDQUOTES}
STR_1499    :{SMALLFONT}{OPENQUOTES}Olen väsynyt{ENDQUOTES}
STR_1500    :{SMALLFONT}{OPENQUOTES}Minulla on nälkä{ENDQUOTES}
STR_1501    :{SMALLFONT}{OPENQUOTES}Minulla on jano{ENDQUOTES}
STR_1502    :{SMALLFONT}{OPENQUOTES}Minun tarvitsee käydä vessassa{ENDQUOTES}
STR_1503    :{SMALLFONT}{OPENQUOTES}En löydä {STRINGID}{ENDQUOTES}
STR_1504    :{SMALLFONT}{OPENQUOTES}En aio maksaa noin paljon käyttääkseni {STRINGID}{ENDQUOTES}
STR_1505    :{SMALLFONT}{OPENQUOTES}Täällä sataa, en halua mennä kohteeseen {STRINGID}{ENDQUOTES}
STR_1506    :{SMALLFONT}{OPENQUOTES}Täällä on todella paljon roskaa{ENDQUOTES}
STR_1507    :{SMALLFONT}{OPENQUOTES}En löydä puiston uloskäyntiä{ENDQUOTES}
STR_1508    :{SMALLFONT}{OPENQUOTES}Tahdon pois kohteesta {STRINGID}{ENDQUOTES}
STR_1509    :{SMALLFONT}{OPENQUOTES}Tahdon ulos kohteesta {STRINGID}{ENDQUOTES}
STR_1510    :{SMALLFONT}{OPENQUOTES}En mene kohteeseen {STRINGID} - Se ei ole turvallinen{ENDQUOTES}
STR_1511    :{SMALLFONT}{OPENQUOTES}Tämä tie on kuvottava{ENDQUOTES}
STR_1512    :{SMALLFONT}{OPENQUOTES}Täällä on liikaa tungosta{ENDQUOTES}
STR_1513    :{SMALLFONT}{OPENQUOTES}Täällä on todella paljon ilkivaltaa{ENDQUOTES}
STR_1514    :{SMALLFONT}{OPENQUOTES}Mahtava maisema!{ENDQUOTES}
STR_1515    :{SMALLFONT}{OPENQUOTES}Tämä puisto on todella puhdas ja siisti{ENDQUOTES}
STR_1516    :{SMALLFONT}{OPENQUOTES}Hyppivät suihkulähteet ovat todella mahtavia!{ENDQUOTES}
STR_1517    :{SMALLFONT}{OPENQUOTES}Täällä oleva musiikki on mukavaa{ENDQUOTES}
STR_1518    :{SMALLFONT}{OPENQUOTES}Tämä ilmapallo kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1519    :{SMALLFONT}{OPENQUOTES}Tämä pehmolelu kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1520    :{SMALLFONT}{OPENQUOTES}Tämä puiston kartta kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1521    :{SMALLFONT}{OPENQUOTES}Tämä kuva kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1522    :{SMALLFONT}{OPENQUOTES}Tämä sateenvarjo kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1523    :{SMALLFONT}{OPENQUOTES}Tämä juoma kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1524    :{SMALLFONT}{OPENQUOTES}Tämä hampurilainen kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1525    :{SMALLFONT}{OPENQUOTES}Nämä ranskalaiset kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1526    :{SMALLFONT}{OPENQUOTES}Tämä jäätelö kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1527    :{SMALLFONT}{OPENQUOTES}Tämä hattara kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}

STR_1531    :{SMALLFONT}{OPENQUOTES}Tämä pitsa kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}

STR_1533    :{SMALLFONT}{OPENQUOTES}Tämä popcorn kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1534    :{SMALLFONT}{OPENQUOTES}Tämä nakkisämpylä kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1535    :{SMALLFONT}{OPENQUOTES}Tämä lonkero kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1536    :{SMALLFONT}{OPENQUOTES}Tämä hattu kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1537    :{SMALLFONT}{OPENQUOTES}Tämä toffeeomena kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1538    :{SMALLFONT}{OPENQUOTES}Tämä t-paita kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1539    :{SMALLFONT}{OPENQUOTES}Tämä donitsi kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1540    :{SMALLFONT}{OPENQUOTES}Tämä kahvi kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}

STR_1542    :{SMALLFONT}{OPENQUOTES}Tämä friteerattu kana kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1543    :{SMALLFONT}{OPENQUOTES}Tämä limonaati {STRINGID} on todella hyvän hintainen{ENDQUOTES}

STR_1550    :{SMALLFONT}{OPENQUOTES}Vau!{ENDQUOTES}
STR_1551    :{SMALLFONT}{OPENQUOTES}Minulla on outo fiilis että joku katselee minua{ENDQUOTES}
STR_1552    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon ilmapallosta kojussa {STRINGID}{ENDQUOTES}
STR_1553    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon pehmolelusta kojussa {STRINGID}{ENDQUOTES}
STR_1554    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon puiston kartasta kojussa {STRINGID}{ENDQUOTES}
STR_1555    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon kuvasta kojussa {STRINGID}{ENDQUOTES}
STR_1556    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon sateenvarjosta kojussa {STRINGID}{ENDQUOTES}
STR_1557    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon juomasta kojussa {STRINGID}{ENDQUOTES}
STR_1558    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon hampurilaisesta kojussa {STRINGID}{ENDQUOTES}
STR_1559    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon ranskalaisista kojussa {STRINGID}{ENDQUOTES}
STR_1560    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon jäätelöstä kojussa {STRINGID}{ENDQUOTES}
STR_1561    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon hattarasta kojussa {STRINGID}{ENDQUOTES}

STR_1565    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon pitsasta kojussa {STRINGID}{ENDQUOTES}

STR_1567    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon popcornista kojussa {STRINGID}{ENDQUOTES}
STR_1568    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon nakkisämpylästä kojussa {STRINGID}{ENDQUOTES}
STR_1569    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon lonkerosta kojussa {STRINGID}{ENDQUOTES}
STR_1570    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon hatusta kojussa {STRINGID}{ENDQUOTES}
STR_1571    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon toffeeomenasta kojussa {STRINGID}{ENDQUOTES}
STR_1572    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon t-paidasta kojussa {STRINGID}{ENDQUOTES}
STR_1573    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon donitsista kojussa {STRINGID}{ENDQUOTES}
STR_1574    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon kahvista kojussa {STRINGID}{ENDQUOTES}

STR_1576    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon friteeratusta kanasta kojussa {STRINGID}{ENDQUOTES}
STR_1577    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon limonaadista kojussa {STRINGID}{ENDQUOTES}

STR_1584    :{SMALLFONT}{OPENQUOTES}Tämä kuva kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1585    :{SMALLFONT}{OPENQUOTES}Tämä kuva kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1586    :{SMALLFONT}{OPENQUOTES}Tämä kuva kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1587    :{SMALLFONT}{OPENQUOTES}Tämä viipurinrinkeli kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1588    :{SMALLFONT}{OPENQUOTES}Tämä kuuma kaakao kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1589    :{SMALLFONT}{OPENQUOTES}Tämä jäätee kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1590    :{SMALLFONT}{OPENQUOTES}Tämä tippaleipä kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1591    :{SMALLFONT}{OPENQUOTES}TNämä aurinkolasit kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1592    :{SMALLFONT}{OPENQUOTES}Nämä häränlihanuudelit kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1593    :{SMALLFONT}{OPENQUOTES}Nämä paistetut riisinuudelit kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1594    :{SMALLFONT}{OPENQUOTES}Tämä wontonkeitto kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1595    :{SMALLFONT}{OPENQUOTES}Tämä lihapullakeitto kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1596    :{SMALLFONT}{OPENQUOTES}Tämä hedelmämehu kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1597    :{SMALLFONT}{OPENQUOTES}Tämä soijamaito kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1598    :{SMALLFONT}{OPENQUOTES}Tämä sujongkwa kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1599    :{SMALLFONT}{OPENQUOTES}Tämä pantonki kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}
STR_1600    :{SMALLFONT}{OPENQUOTES}Tämä keksi kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}

STR_1604    :{SMALLFONT}{OPENQUOTES}Tämä grillattu makkara kojusta {STRINGID} on todella hyvän hintainen{ENDQUOTES}

STR_1616    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon kuvasta kojussa {STRINGID}{ENDQUOTES}
STR_1617    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon kuvasta kojussa {STRINGID}{ENDQUOTES}
